laua,laua_name,prem_count,pixel_count,ab_rd_count,mway_count,mway_ard_count,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Voice_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,5G_high_confidence_prem_out_0,5G_high_confidence_prem_out_1,5G_high_confidence_prem_out_2,5G_high_confidence_prem_out_3,5G_high_confidence_prem_out_4,5G_high_confidence_geo_out_0,5G_high_confidence_geo_out_1,5G_high_confidence_geo_out_2,5G_high_confidence_geo_out_3,5G_high_confidence_geo_out_4,5G_very_high_confidence_prem_out_0,5G_very_high_confidence_prem_out_1,5G_very_high_confidence_prem_out_2,5G_very_high_confidence_prem_out_3,5G_very_high_confidence_prem_out_4,5G_very_high_confidence_geo_out_0,5G_very_high_confidence_geo_out_1,5G_very_high_confidence_geo_out_2,5G_very_high_confidence_geo_out_3,5G_very_high_confidence_geo_out_4,5G_SA_high_confidence_prem_out_0,5G_SA_high_confidence_prem_out_1,5G_SA_high_confidence_prem_out_2,5G_SA_high_confidence_prem_out_3,5G_SA_high_confidence_prem_out_4,5G_SA_high_confidence_geo_out_0,5G_SA_high_confidence_geo_out_1,5G_SA_high_confidence_geo_out_2,5G_SA_high_confidence_geo_out_3,5G_SA_high_confidence_geo_out_4,5G_SA_very_high_confidence_prem_out_0,5G_SA_very_high_confidence_prem_out_1,5G_SA_very_high_confidence_prem_out_2,5G_SA_very_high_confidence_prem_out_3,5G_SA_very_high_confidence_prem_out_4,5G_SA_very_high_confidence_geo_out_0,5G_SA_very_high_confidence_geo_out_1,5G_SA_very_high_confidence_geo_out_2,5G_SA_very_high_confidence_geo_out_3,5G_SA_very_high_confidence_geo_out_4
E08000029,Solihull,99999,17835,1539,274,950,,0.02,1.12,98.87,1.05,4.08,21.43,73.44,0.01,0.1,3.78,96.11,1.82,4.87,23.07,70.24,,,9.85,90.15,1.05,2.53,18.95,77.47,,72.52,27.48,,,0,91.54,8.46,,,,54.08,45.92,,,,75.83,24.17,,,,59.85,40.15,,,,70.32,29.68,,,,,,0.09,99.91,0,0,1.29,7.5,91.21,,,,0.45,99.55,,0.19,1.95,11.05,86.81,,,,3.65,96.35,,,1.68,8.63,89.68,,,,0.01,99.99,,0,0.06,3.08,96.85,,,,0.12,99.88,,,0.58,7.47,91.94,,,,1.82,98.18,,,0.21,6.11,93.68,,0,0.65,9.88,89.47,0.03,0.32,1.91,18.54,79.2,0.35,0.95,7.43,41.22,50.06,1.26,5.04,19.42,43.03,31.25,0.02,2.18,5.7,92.1,,0.36,3.76,22.07,73.81,,1.99,6.97,12.2,78.84,,9.4,17.54,27.1,45.97,
E06000066,Somerset,287094,345248,14467,697,9560,0.33,1.19,12.64,85.84,5.23,9.98,39.42,45.38,3.58,5.08,12.28,79.07,7.89,11.13,29.93,51.05,,2.15,25.39,72.45,4.86,8.09,29.24,57.81,0.3,34.93,64.77,,,1.62,68.26,30.12,,,4.05,36.78,59.17,,,6.18,63.39,30.43,,,,52.94,47.06,,,3.06,64.38,32.55,,,0.06,0.18,0.49,2.73,96.54,0.99,2.46,6.39,15.75,74.41,0.73,1.48,3.7,5.37,88.72,2.34,3.09,9.12,16.98,68.47,,,0.86,12.2,86.94,1.06,2.21,6.26,13.78,76.71,0.02,0.09,0.29,0.86,98.73,0.34,1.16,3.78,10.45,84.27,0.4,0.98,2.6,4.03,91.98,1.53,1.82,5.61,11.96,79.08,,,0.57,3.73,95.7,0.72,1.05,3.85,8.66,85.72,8.57,45.3,45.27,0.79,0.08,18.65,44.16,33.35,3.55,0.29,15.69,64.44,19.74,0.11,0.02,31.02,54.78,13.53,0.55,0.13,93.83,6.06,0.11,,,90.7,8.72,0.59,,,96.21,3.79,0,,,96.34,3.57,0.09,,
S12000028,South Ayrshire,60772,122329,4998,,2494,0.36,0.34,3.92,95.38,2,4.08,29.47,64.45,17.24,11.78,17.67,53.31,11.52,8.9,29.63,49.94,,,,,4.41,5.89,29.67,60.02,0.34,40,59.66,,,0.48,65.13,34.39,,,9.2,53.01,37.79,,,5.08,65.49,29.43,,,,,,,,1.24,66.92,31.84,,,0.23,0.07,0.1,0.41,99.18,0.52,0.6,1.98,6.9,89.99,5.79,7.18,7.67,12.04,67.32,4.72,4.64,7.86,13.67,69.11,,,,,,1.12,2.85,6.78,14.03,75.22,0.23,0.05,0.06,0.23,99.43,0.31,0.26,0.66,3.23,95.55,3.32,5.36,6.54,12.84,71.93,2.8,3.26,5.62,12.77,75.55,,,,,,0.2,1,4.73,12.43,81.64,5.21,6.8,50.62,33.69,3.67,57.68,16.19,15.13,8.74,2.26,9.74,30.96,42.85,15.49,0.95,68.05,17.85,10.35,3.32,0.43,25.37,74.63,,,,79.94,19.87,0.19,,,52.06,47.94,,,,90.59,9.39,0.02,,
E07000012,South Cambridgeshire,77331,90173,3525,333,2723,0.01,0.75,13.93,85.32,8.05,18.37,38.79,34.78,0.08,0.5,9.97,89.45,5.79,10.72,35.12,48.37,,0.9,10.21,88.89,2.42,5.51,34.08,57.99,,52.91,47.09,,,0.05,79.83,20.12,,,,38.43,61.57,,,0.03,79.32,20.65,,,,84.38,15.62,,,0.04,81.38,18.58,,,,,0.02,1.06,98.92,0.21,2.45,9.13,22.17,66.04,,0,0.05,0.82,99.13,0.45,1.5,6.33,16.94,74.78,,,,2.7,97.3,0.15,0.26,4,11.72,83.88,,,0.02,0.22,99.76,0.03,0.34,4.17,21.62,73.83,,,0.02,0.54,99.44,,0.62,3.77,13.62,81.99,,,,0.6,99.4,,0.26,2.02,9.14,88.58,1.74,10.74,50.86,32.28,4.39,1.4,9.92,45.21,39.16,4.31,6.03,20.34,58.83,13.88,0.92,5.31,22.25,61.72,9.92,0.8,7.75,85.62,6.63,,,5.16,88.3,6.55,,,43.03,53.12,3.85,,,30.73,67.4,1.86,,
E07000039,South Derbyshire,52049,33814,1657,,1239,0.09,1.67,12.22,86.02,6.94,13.56,30.48,49.02,0.84,3.8,14.93,80.44,4.47,13.94,31.68,49.91,,,,,4.84,14.77,29.54,50.85,,78.88,21.12,,,0.49,91.62,7.89,,,,69.97,30.03,,,0.24,91.55,8.21,,,,,,,,0.32,92.01,7.67,,,,0.06,0.04,1.69,98.2,1.09,1.63,6.19,16.42,74.68,,0.07,0.88,3.46,95.59,1.09,1.45,4.16,14.48,78.82,,,,,,0.81,1.29,4.52,13.96,79.42,,0.05,0.04,1.3,98.61,0.08,1.25,2.1,14.68,81.88,,0.01,0.17,2.78,97.04,0.06,1.87,2.11,9.66,86.3,,,,,,0.08,1.37,1.86,10.33,86.36,0.36,2.51,12.24,62.12,22.77,1.03,6.85,20.88,38.29,32.95,1.63,16.27,35.64,40.56,5.91,7.36,24.59,38.83,24.47,4.76,18.98,62.25,16.88,1.89,,17.4,50.06,26.14,6.41,,51.98,41.83,6.13,0.07,,56.45,36.99,6.04,0.52,
E06000025,South Gloucestershire,137150,49684,2920,925,2424,0.01,0.12,2.62,97.25,0.85,2.31,32.32,64.52,0.28,1.42,11.33,86.98,2.53,5.45,27.02,65,0.54,1.84,25.08,72.54,1.49,3.01,25.78,69.72,,43.4,56.6,,,0.02,72.77,27.21,,,,31.01,68.99,,,0.07,70.38,29.55,,,,73.62,26.38,,,0.04,71.37,28.59,,,,0,0.01,0.18,99.81,0.02,0.44,1.4,6.3,91.84,0.02,0.18,1.34,2.51,95.95,0.03,0.48,3.32,12.43,83.73,,,1.51,8.76,89.73,0.04,0.29,2.23,9.36,88.08,,,0.01,0.06,99.93,0,0.06,0.61,3.04,96.29,,0.03,1.03,1.78,97.16,,0.07,0.82,7.02,92.09,,,0.11,6.7,93.19,,0.04,0.74,5.94,93.28,0.15,0.44,6.28,35.31,57.82,2.72,5.3,13.22,52.81,25.96,0.61,4.81,18.01,43.7,32.86,8.02,14.24,24.22,42.29,11.23,0.32,2.56,95.52,1.59,,4.35,10.32,70.56,14.77,,1.96,9.48,88.45,0.1,,13.42,21.33,61.86,3.38,
E07000044,South Hams,51422,88738,2642,,2033,1.2,3.37,11.84,83.59,7.3,11.76,30.2,50.74,5.01,6.97,14.77,73.24,4.2,8.4,27.25,60.14,,,,,3.64,8.02,27.35,60.99,0.22,62.24,37.54,,,3.19,74.88,21.94,,,1.41,70.1,28.49,,,1.06,84.71,14.23,,,,,,,,0.05,83.57,16.38,,,0.24,0.91,2.47,5.59,90.79,3.16,5.57,8.04,16.31,66.93,1.88,2.94,4.59,7.83,82.76,1.67,1.97,5.9,12.23,78.24,,,,,,0.84,1.18,6.39,12.94,78.65,0.04,0.31,1.54,4.56,93.55,1.18,3.79,7.77,14.86,72.4,0.7,1.68,3.45,7.69,86.48,0.53,1.74,3.79,10.52,83.42,,,,,,,1.03,3.74,10.38,84.85,17.33,38.44,41.17,3.03,0.03,24.4,43.98,27.46,3.77,0.4,26,57.99,15.95,0.05,0.01,39.97,49.39,10.28,0.33,0.03,91.68,8.32,,,,89.94,10.06,,,,97.22,2.78,,,,96.48,3.52,,,
E07000140,South Holland,47266,75100,2981,,1336,0.21,0.84,18.18,80.77,13.87,17.04,32.75,36.34,0.04,0.31,21.42,78.23,18.95,22.78,31.33,26.94,,,,,15.34,21.41,30.61,32.63,,61.49,38.51,,,0.16,85.71,14.13,,,,61.34,38.66,,,0.03,90.27,9.69,,,,,,,,,88.17,11.83,,,,0.01,0.15,2.41,97.44,1.84,4.01,9.81,22.66,61.68,,0,0.06,1.52,98.42,2.21,4.7,17.75,27.54,47.8,,,,,,0.82,4.19,9.66,28.44,56.89,,,0.15,1.42,98.43,,2.39,7.94,18.14,71.54,,,0.05,0.63,99.32,,3.29,11.2,28.65,56.86,,,,,,,1.12,8.53,21.71,68.64,10.64,22.05,35.11,32.19,,12.56,30.69,47.43,9.32,,24.32,22.27,42.34,11.07,,33.54,33.97,30.59,1.9,,32.39,67.58,0.03,,,28.4,71.11,0.49,,,55.3,44.69,0,,,59.47,40.5,0.03,,
E07000141,South Kesteven,71896,94257,3563,,2315,0.16,0.69,3.83,95.31,3.13,6.72,29.39,60.76,0.85,3.12,9.78,86.24,4.29,11.51,25.51,58.69,,,,,3.11,11.1,24.36,61.43,0.02,34.15,65.83,,,0.35,61.7,37.95,,,0.03,29.18,70.79,,,1.43,64.24,34.33,,,,,,,,2.12,59.78,38.1,,,,0.02,0.11,0.44,99.44,0.36,1.09,3.52,8.9,86.13,0,0.06,0.6,1.98,97.35,0.28,1.18,4.49,13.89,80.16,,,,,,,0.78,4.97,14.77,79.48,,,0.02,0.43,99.55,0.07,0.48,1.57,7.23,90.66,0,0.01,0.15,1.53,98.31,0.06,0.39,2.53,11.34,85.69,,,,,,,0.13,2.33,12.53,85.01,3.54,8.32,21.29,33.61,33.23,7.81,22.98,48.69,15.55,4.97,8.22,11.34,31.64,45.52,3.29,22.05,35.52,34.58,7.18,0.67,13.88,84.87,1.24,,,25.35,73.45,1.2,,,28.16,71.67,0.16,,,58.16,41.62,0.22,,
S12000029,South Lanarkshire,167447,177378,6649,1005,4863,0.12,0.27,2.95,96.66,0.97,2.16,23.82,73.05,7.7,6.89,18.18,67.23,4.9,5.78,27.15,62.17,,0.5,25.57,73.93,0.7,4.05,27,68.25,0.02,41.81,58.17,,,0.13,76.17,23.7,,,2.24,52.36,45.4,,,2.42,67.27,30.31,,,,68.36,31.64,,,0.02,65.23,34.75,,,0.02,0.03,0.07,0.42,99.46,0.27,0.38,1.35,5.77,92.23,2.88,3.01,3.77,8.21,82.13,1.08,2.98,3.53,14.53,77.88,,,0.3,13.63,86.07,0.02,0.31,2.82,14.74,82.11,0.01,0.02,0.05,0.17,99.76,0.09,0.23,1.01,3.47,95.2,1.22,2.45,3.22,8.07,85.03,0.51,2.08,3.01,10.5,83.91,,,0.3,10.75,88.96,,0.06,1.25,10.26,88.42,2.39,10.64,34.51,24.88,27.58,41.45,21.25,19.73,12.69,4.88,6.73,35.8,29.77,15.2,12.5,53.28,27.05,13.9,4.49,1.28,37.15,29.13,9.41,24.3,,63.4,22.21,11.52,2.88,,61.9,15.55,2.44,20.11,,80.03,14.52,3.77,1.68,
E07000149,South Norfolk,69874,90788,3368,,1852,0.41,4.22,19.21,76.16,11.49,19.35,30.22,38.93,0.65,5.41,27.32,66.62,14.19,24.52,30.17,31.12,,,,,11.02,22.95,30.99,35.04,,54.02,45.98,,,1.16,82.31,16.54,,,0,52.9,47.1,,,1.04,83.34,15.62,,,,,,,,1.08,77.43,21.49,,,,0.06,0.54,7.11,92.29,2.25,5.9,10,18.6,63.26,,0.09,0.62,4.54,94.75,2.61,6.68,13.75,23.66,53.3,,,,,,1.57,4.54,9.77,26.57,57.56,,0,0.17,3.29,96.54,0.33,3.03,9.24,18.97,68.44,,0.01,0.2,3.72,96.07,0.3,4.07,11.7,24.17,59.77,,,,,,0.38,2.75,6.21,24.57,66.09,9.57,28.34,36.56,17.08,8.45,7.24,42.76,35.85,10.74,3.41,25.62,29.24,33.74,10.42,0.97,25.79,45.03,24.59,3.94,0.65,25.62,63.72,10.65,,,18.54,76.71,4.75,,,55.52,42.03,2.45,,,51.96,46.61,1.43,,
E07000179,South Oxfordshire,70954,67835,3524,320,2231,0.24,0.36,8.34,91.07,3.25,7.73,33.88,55.13,2.19,3.34,15.37,79.1,6.5,9.28,33.83,50.4,2.19,1.25,23.13,73.44,3.85,8.11,31.47,56.57,0.02,47.86,52.13,,,0.19,70.75,29.06,,,0.05,47.46,52.49,,,2.16,76.02,21.82,,,,55,45,,,0.04,69.74,30.21,,,0.01,0.06,0.15,0.68,99.1,0.33,1.27,4.27,20.54,73.59,0.06,0.77,1.57,3.71,93.88,1.28,3.86,5.68,15.78,73.41,,0.31,3.75,5.94,90,0.4,2.73,4.89,14.79,77.19,,0.02,0.1,0.48,99.4,0.06,0.44,2.49,10.02,86.99,,0.08,1.05,3.77,95.1,0.68,1.96,4,13.25,80.11,,,2.19,6.56,91.25,,0.4,3.59,12.19,83.82,13.83,46.12,28.3,8.64,3.11,12.77,27.75,34.61,17.76,7.11,31.74,43.77,20.48,3.43,0.57,29.81,35.82,25.52,6.72,2.12,57.12,38.46,4.39,0.03,,46.48,46.14,7.32,0.06,,68.75,28.81,2.44,,,69.72,27.05,3.22,0,
E07000126,South Ribble,55833,11287,933,207,734,,0,2.1,97.9,0.7,2.3,24.63,72.37,0.09,0.72,3.85,95.34,0.11,0.86,23.79,75.24,,,23.19,76.81,0.14,0.82,26.16,72.89,,26.41,73.59,,,,64.29,35.71,,,,28.29,71.71,,,,58.31,41.69,,,,28.5,71.5,,,,43.87,56.13,,,,,0.01,0.05,99.94,0,0.24,1.48,4.75,93.53,0.02,0.04,0.15,0.61,99.18,,,0.32,6.11,93.57,,,,10.63,89.37,,,0.41,10.35,89.24,,,,0.04,99.96,,0.01,0.08,1.45,98.47,,0.02,0.12,0.49,99.38,,,,2.04,97.96,,,,8.21,91.79,,,,4.63,95.37,0.06,1.06,14.39,51.86,32.63,1.32,2.87,17.37,52.96,25.48,4.04,9.31,30.69,40.04,15.92,6.04,15.52,29.67,38.92,9.84,2.89,22.2,74.91,,,2.39,15.52,82.09,,,15.12,28.48,56.4,,,11.98,36.92,51.1,,
E07000196,South Staffordshire,52305,40705,1596,480,1658,0.08,0.69,5.75,93.48,4.31,6.96,25.48,63.24,0.96,2.28,12.43,84.32,4.26,8.65,23.75,63.35,,1.67,27.29,71.04,2.71,6.82,23.76,66.71,,67.52,32.48,,,0.63,85.85,13.52,,,0,52.09,47.9,,,0.13,82.52,17.36,,,,80,20,,,0.12,80.58,19.3,,,,,0.02,0.76,99.22,0.02,0.24,4.07,10.64,85.03,,0.11,0.83,3.39,95.66,0.06,0.75,3.45,12.97,82.77,,,1.46,9.17,89.38,0.06,0.42,3.02,11.04,85.46,,,0.01,0.2,99.8,,0.04,1.11,8.75,90.1,,0,0.15,1.84,98.01,,0.13,1.19,9.21,89.47,,,1.25,9.17,89.58,,0.12,1.09,8.93,89.87,0.24,3.92,14.26,33.11,48.47,1.41,11.96,16.08,29.65,40.9,1.75,16.25,33.09,28.68,20.23,7.37,27.85,26.71,27.62,10.46,3.85,28.13,42.01,26,,10.62,34.98,30.07,24.33,,13.92,43.22,37.37,5.49,,33.45,38.62,19.48,8.45,
E08000023,South Tyneside,76578,6448,1012,2,659,,,0.19,99.81,,0.36,20.63,79.01,,,0.43,99.57,,1.78,14.72,83.5,,,,100,,2.73,14.26,83,,61.12,38.88,,,0.01,85.02,14.97,,,,53.04,46.96,,,0.3,85.08,14.62,,,,100,,,,0.46,86.34,13.2,,,,,,0.63,99.37,,0.14,0.4,4.54,94.93,,,,0.67,99.33,,0.3,1.09,4.84,93.77,,,,,100,,0.46,1.52,5.92,92.11,,,,0.03,99.97,,,0.37,2.21,97.43,,,,0.06,99.94,,,1.09,2.27,96.64,,,,,100,,,1.67,2.12,96.21,0.49,0.54,1.48,11.2,86.3,0.6,0.9,1.88,10.89,85.73,2.16,1.09,6.49,48.88,41.39,2.75,2.16,7.75,37.34,50,0.5,63.07,36.43,,,1.19,44.7,54.11,,,3.18,80.43,16.39,,,4.62,56.82,38.55,,
E06000045,Southampton,115881,5033,676,35,672,,,0.08,99.92,,0.13,16.26,83.61,,,2.62,97.38,,0.15,13.46,86.39,,,65.71,34.29,,0.15,16.96,82.89,,39.24,60.76,,,,75.08,24.92,,,,40.89,59.11,,,,75.44,24.56,,,,54.29,45.71,,,,76.04,23.96,,,,,,0.02,99.98,,,,0.55,99.45,,,,0.12,99.88,,,,2.51,97.49,,,,25.71,74.29,,,,3.87,96.13,,,,0.02,99.98,,,,0.19,99.81,,,,0.12,99.88,,,,2.51,97.49,,,,22.86,77.14,,,,3.72,96.28,,0.46,2.13,33.71,63.69,,0.68,3.3,37.17,58.85,0.12,2.1,12.88,43.42,41.48,0.36,3.46,16.17,40.31,39.7,0.01,99.89,0.1,,,0.04,99.7,0.26,,,1.16,98.84,,,,1.89,98.11,,,
E06000033,Southend-on-Sea,87757,4118,497,,392,,,0.01,99.99,0.07,0.94,12.28,86.71,,,0.46,99.54,,,9.05,90.95,,,,,,,7.4,92.6,,69.56,30.44,,,0.02,88.48,11.49,,,,57.99,42.01,,,,80.48,19.52,,,,,,,,,88.01,11.99,,,,,,,100,,,0.46,4.29,95.25,,,,0.02,99.98,,,,,100,,,,,,,,,,100,,,,,100,,,0.06,1.43,98.51,,,,0.02,99.98,,,,,100,,,,,,,,,,100,,0.17,13.96,76.67,9.2,,0.95,14.86,71.18,13.02,,1.45,60.79,36.22,1.54,0.24,2.5,58.47,37.2,1.58,,97.66,2.34,,,,95.43,4.57,,,3.18,96.81,0.01,,,4.32,95.31,0.36,,
E09000028,Southwark,156194,2914,780,,587,,,0.05,99.95,,0.45,10.23,89.32,,0.1,0.65,99.25,,0.26,9.23,90.51,,,,,,0.34,10.73,88.93,,40.46,59.54,,,,75.8,24.2,,,,54.29,45.71,,,,79.1,20.9,,,,,,,,,78.88,21.12,,,,,,,100,,,0.02,0.03,99.96,,,,0.1,99.9,,,,,100,,,,,,,,,,100,,,,,100,,,,0.04,99.96,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,0.07,99.93,,,0.28,5.21,94.52,,,0.48,8.65,90.87,,,,100,,,,0.07,99.93,,,0.12,1.34,98.54,,,0.38,3.02,96.6,
E07000213,Spelthorne,46378,5123,607,129,424,,,0.09,99.91,0.01,0.59,18.57,80.83,,,0.16,99.84,,0.49,18.95,80.56,,,13.95,86.05,,0.24,13.21,86.56,,58.62,41.38,,,,83.1,16.9,,,,60.75,39.25,,,,82.37,17.63,,,,96.9,3.1,,,,80.19,19.81,,,,,,,100,,,,0.75,99.25,,,,,100,,,,2.64,97.36,,,,0.78,99.22,,,,1.65,98.35,,,,,100,,,,0.24,99.76,,,,,100,,,,0.16,99.84,,,,,100,,,,0.24,99.76,,,,12.65,87.35,,,,7.34,92.66,,0.03,6.08,67.89,25.99,,0.1,2.38,50.26,47.26,,,,100,,,,0.02,99.98,,,3.17,54.49,42.34,,,2.09,26.74,71.17,
E07000240,St Albans,66178,16120,1314,311,1096,,0.01,1.3,98.69,0.04,2,22.59,75.38,0.01,0.07,7.29,92.63,0.68,2.51,23.97,72.83,,1.93,29.26,68.81,,1.09,20.44,78.47,,79.39,20.61,,,,94.18,5.82,,,,60.97,39.03,,,,86.15,13.85,,,,87.46,12.54,,,,89.87,10.13,,,,,,0,100,0,0.02,0.18,2.99,96.8,,,0.02,0.75,99.23,0.23,0.76,2.51,7.76,88.74,,,2.89,11.9,85.21,,,2.55,7.76,89.69,,,,0,100,,0.01,0.09,2.68,97.22,,,,0.7,99.3,,0.46,2.28,7.76,89.5,,,2.89,11.9,85.21,,,2.46,7.39,90.15,0.14,0.6,12.49,31.95,54.82,0.38,2.69,15.09,29.32,52.51,1.54,3.44,39.85,44.28,10.89,2.48,9.44,37.89,33.89,16.3,1.08,41.87,29.49,27.56,,3.11,37.44,28.39,31.06,,18.44,58.16,13.82,9.58,,17.03,50.83,19.24,12.9,
E08000013,St. Helens,90144,13629,1474,188,1153,,0.07,1.64,98.29,0.6,2.4,26.91,70.08,,0.01,4.13,95.85,0.34,2.65,24.08,72.93,,,26.6,73.4,0.09,2.69,25.24,71.99,,57.78,42.22,,,,86.41,13.59,,,,62.34,37.66,,,,86.3,13.7,,,,95.21,4.79,,,,88.38,11.62,,,,,,0.03,99.97,,0.14,0.91,7.98,90.98,,,,0.21,99.79,,,1.49,12.89,85.62,,,2.13,26.6,71.28,,,1.73,15.7,82.57,,,,0.03,99.97,,0.04,0.14,5.11,94.71,,,,0.2,99.8,,,0.34,7.12,92.54,,,1.06,25.53,73.4,,,0.61,11.1,88.29,,0.02,3.7,47.26,49.03,,0.07,3.29,37.31,59.33,0,4.12,25.69,56.25,13.94,0.21,3.19,18.93,55.43,22.25,0.11,1.7,94.77,3.41,,0.17,3.1,89.48,7.25,,1.21,11.91,85.65,1.23,,2.58,18.55,75.59,3.29,
E07000197,Stafford,67713,59815,2786,330,2298,0.15,0.61,6.17,93.07,3.47,5.85,29.42,61.26,1.67,3.85,14.83,79.64,7.68,11.09,28.64,52.58,,,15.76,84.24,4,8.44,26.81,60.75,0.01,37.36,62.63,,,0.79,76.45,22.77,,,0.14,40.78,59.08,,,1.9,69.24,28.86,,,,63.03,36.97,,,1.13,71.15,27.72,,,,0.14,0.14,1.3,98.42,0.24,1.1,3.56,7.65,87.45,0.07,0.6,1.41,4.99,92.94,0.04,3.02,6.57,17.59,72.79,,,,4.85,95.15,,0.91,4,14.8,80.29,,0.01,0.07,0.33,99.6,0.06,0.42,1.49,5.93,92.09,0.03,0.09,0.54,3.06,96.28,0.04,0.75,3.05,12.96,83.2,,,,3.64,96.36,,0.17,1.48,9.66,88.69,0.99,4.68,13.09,41.32,39.92,8.86,20.19,21.74,31.57,17.63,3.21,16.11,28.62,36.62,15.43,20.24,35,21.91,18.51,4.34,10.77,78.24,10.92,0.07,,36.28,44.04,19.42,0.26,,25.1,69,5.9,,,61.34,29.62,9,0.04,
E07000198,Staffordshire Moorlands,47640,57567,2204,,1604,0.92,1.85,7.37,89.86,4.03,10.51,39.2,46.27,7.5,11.68,14.01,66.81,8.44,19.15,22.73,49.68,,,,,5.8,14.28,23.38,56.55,0.24,27.55,72.21,,,1.61,51.52,46.87,,,2.74,56.78,40.48,,,5.67,68.38,25.95,,,,,,,,0.87,66.96,32.17,,,0.21,0.38,1,1.35,97.07,1.56,2.09,2.83,9.31,84.21,1.9,3.63,6.29,8.04,80.14,2.77,5.94,10.62,12.66,68.01,,,,,,1.68,3.8,6.23,13.59,74.69,0.06,0.28,0.41,1.65,97.59,0.67,1.48,2.34,6.98,88.53,0.56,2.66,3.65,8.42,84.7,1.13,4.13,7.49,12.25,75,,,,,,0.19,2.06,4.93,10.1,82.73,2.06,3.89,15.4,50.71,27.93,14.33,11.97,26.12,33.23,14.35,6.28,15.22,26.71,48.42,3.36,29,24.07,24.92,19.54,2.47,5.76,58.22,35.21,0.81,,29.05,38.31,29.78,2.85,,20.64,63.63,15.73,0,,57.08,29.33,13.57,0.01,
E07000243,Stevenage,40058,2598,350,82,357,,,,100,,0.05,6.91,93.04,,,0.19,99.81,,,6.29,93.71,,,23.17,76.83,,,10.08,89.92,,44.35,55.65,,,0.71,75.26,24.03,,,,43.73,56.27,,,,71.14,28.86,,,,80.49,19.51,,,,75.63,24.37,,,,,,,100,,,,1.3,98.7,,,,,100,,,,0.29,99.71,,,,7.32,92.68,,,,1.96,98.04,,,,,100,,,,1.08,98.92,,,,,100,,,,0.29,99.71,,,,7.32,92.68,,,,1.96,98.04,,0.14,4.64,23.93,71.29,,0.15,5,24.9,69.94,0.03,1.8,24.92,33.16,40.09,0.08,2.69,22.52,31.91,42.8,,100,,,,,100,,,,0.43,99.57,,,,0.69,99.31,,,
